"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-01","2023","01","01","","-2.7","","-6.8","","-4.7","","22.7","","0.0","","","","","","1.4","","39","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-02","2023","01","02","","-6.6","","-9.8","","-8.2","","26.2","","0.0","","","","","","0.0","","39","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-03","2023","01","03","","-5.0","","-11.8","","-8.4","","26.4","","0.0","","","","","","0.0","","39","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-04","2023","01","04","","-8.0","","-16.5","","-12.3","","30.3","","0.0","","","","","","0.0","","38","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-05","2023","01","05","","-9.0","","-23.6","","-16.3","","34.3","","0.0","","","","","","0.0","","38","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-06","2023","01","06","","-10.2","","-24.0","","-17.1","","35.1","","0.0","","","","","","0.0","","37","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-07","2023","01","07","","-5.4","","-14.1","","-9.8","","27.8","","0.0","","","","","","0.0","","37","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-08","2023","01","08","","-5.8","","-8.9","","-7.4","","25.4","","0.0","","","","","","0.0","","37","","29","","31",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-09","2023","01","09","","-6.7","","-8.2","","-7.5","","25.5","","0.0","","","","","","0.0","","36","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-10","2023","01","10","","-3.3","","-7.4","","-5.3","","23.3","","0.0","","","","","","0.0","","37","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-11","2023","01","11","","-0.2","","-5.0","","-2.6","","20.6","","0.0","","","","","","0.6","","37","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-12","2023","01","12","","-2.3","","-12.9","","-7.6","","25.6","","0.0","","","","","","0.5","","38","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-13","2023","01","13","","-9.7","","-15.0","","-12.3","","30.3","","0.0","","","","","","0.0","","38","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-14","2023","01","14","","-1.4","","-9.7","","-5.6","","23.6","","0.0","","","","","","0.0","","38","","19","","37",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-15","2023","01","15","","0.7","","-7.1","","-3.2","","21.2","","0.0","","","","","","0.0","","38","","19","","33",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-16","2023","01","16","","0.2","","-8.5","","-4.2","","22.2","","0.0","","","","","","3.1","","38","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-17","2023","01","17","","-0.9","","-9.7","","-5.3","","23.3","","0.0","","","","","","2.1","","43","","3","","32",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-18","2023","01","18","","-6.7","","-11.1","","-8.9","","26.9","","0.0","","","","","","0.1","","43","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-19","2023","01","19","","-8.3","","-16.3","","-12.3","","30.3","","0.0","","","","","","0.6","","42","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-20","2023","01","20","","-7.6","","-23.4","","-15.5","","33.5","","0.0","","","","","","0.7","","42","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-21","2023","01","21","","-4.9","","-8.9","","-6.9","","24.9","","0.0","","","","","","0.5","","41","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-22","2023","01","22","","-2.6","","-10.4","","-6.5","","24.5","","0.0","","","","","","0.1","","41","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-23","2023","01","23","","-4.9","","-10.4","","-7.7","","25.7","","0.0","","","","","","3.3","","40","","29","","32",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-24","2023","01","24","","-8.5","","-12.6","","-10.5","","28.5","","0.0","","","","","","1.1","","43","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-25","2023","01","25","","-11.7","","-22.2","","-17.0","","35.0","","0.0","","","","","","2.4","","44","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-26","2023","01","26","","-11.6","","-27.6","","-19.6","","37.6","","0.0","","","","","","0.0","","48","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-27","2023","01","27","","-9.9","","-21.4","","-15.7","","33.7","","0.0","","","","","","4.1","","50","","30","","47",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-28","2023","01","28","","-17.6","","-30.2","","-23.9","","41.9","","0.0","","","","","","0.0","","52","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-29","2023","01","29","","-19.8","","-36.5","","-28.1","","46.1","","0.0","","","","","","0.0","","51","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-30","2023","01","30","","-21.2","","-33.6","","-27.4","","45.4","","0.0","","","","","","0.0","","50","","26","","31",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-01-31","2023","01","31","","-16.3","","-31.7","","-24.0","","42.0","","0.0","","","","","","0.0","","49","","23","","31",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-01","2023","02","01","","-16.6","","-33.0","","-24.8","","42.8","","0.0","","","","","","0.0","","48","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-02","2023","02","02","","-15.0","","-30.1","","-22.5","","40.5","","0.0","","","","","","0.4","","49","","31","","41",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-03","2023","02","03","","-16.4","","-34.6","","-25.5","","43.5","","0.0","","","","","","0.8","","48","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-04","2023","02","04","","-12.3","","-18.3","","-15.3","","33.3","","0.0","","","","","","1.1","","48","","23","","39",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-05","2023","02","05","","-11.3","","-22.4","","-16.9","","34.9","","0.0","","","","","","0.3","","50","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-06","2023","02","06","","-1.2","","-21.1","","-11.1","","29.1","","0.0","","","","","","0.8","","48","","18","","39",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-07","2023","02","07","","-1.5","","-12.2","","-6.9","","24.9","","0.0","","","","","","0.5","","49","","31","","43",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-08","2023","02","08","","4.8","","-12.4","","-3.8","","21.8","","0.0","","","","","","0.0","","49","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-09","2023","02","09","","-1.4","","-10.7","","-6.1","","24.1","","0.0","","","","","","0.7","","48","","35","","35",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-10","2023","02","10","","-6.2","","-13.6","","-9.9","","27.9","","0.0","","","","","","0.1","","49","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-11","2023","02","11","","2.0","","-7.6","","-2.8","","20.8","","0.0","","","","","","0.0","","48","","26","","39",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-12","2023","02","12","","3.4","","-1.6","","0.9","","17.1","","0.0","","","","","","0.0","","47","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-13","2023","02","13","","3.1","","-6.2","","-1.5","","19.5","","0.0","","","","","","0.0","","46","","31","","35",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-14","2023","02","14","","4.0","","-3.3","","0.4","","17.6","","0.0","","","","","","12.2","","46","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-15","2023","02","15","","0.2","","-20.3","","-10.0","","28.0","","0.0","","","","","","10.9","","56","","","M","","M"
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-16","2023","02","16","","-13.6","","-28.7","","-21.1","","39.1","","0.0","","","","","","0.0","","58","","","M","","M"
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-17","2023","02","17","","-6.1","","-31.4","","-18.8","","36.8","","0.0","","","","","","0.1","","56","","","M","","M"
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-18","2023","02","18","","-3.7","","-11.2","","-7.4","","25.4","","0.0","","","","","","1.2","","56","","30","","35",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-19","2023","02","19","","-2.7","","-27.5","","-15.1","","33.1","","0.0","","","","","","1.5","","56","","30","","35",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-20","2023","02","20","","-10.2","","-32.0","","-21.1","","39.1","","0.0","","","","","","1.6","","57","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-21","2023","02","21","","-13.8","","-30.7","","-22.2","","40.2","","0.0","","","","","","0.8","","58","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-22","2023","02","22","","-14.3","","-33.9","","-24.1","","42.1","","0.0","","","","","","0.0","","58","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-23","2023","02","23","","-18.2","","-23.1","","-20.7","","38.7","","0.0","","","","","","0.0","","57","","7","","32",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-24","2023","02","24","","-12.5","","-28.7","","-20.6","","38.6","","0.0","","","","","","0.1","","57","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-25","2023","02","25","","-9.5","","-22.9","","-16.2","","34.2","","0.0","","","","","","0.7","","57","","32","","34",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-26","2023","02","26","","-9.3","","-23.0","","-16.2","","34.2","","0.0","","","","","","0.0","","57","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-27","2023","02","27","","-2.7","","-14.9","","-8.8","","26.8","","0.0","","","","","","4.6","","57","","15","","31",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-02-28","2023","02","28","","-2.9","","-13.4","","-8.1","","26.1","","0.0","","","","","","0.0","","61","","25","","45",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-03-01","2023","03","01","","-8.1","","-21.4","","-14.8","","32.8","","0.0","","","","","","0.0","","59","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-03-02","2023","03","02","","-3.7","","-28.2","","-16.0","","34.0","","0.0","","","","","","0.0","","59","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-03-03","2023","03","03","","3.0","","-11.3","","-4.2","","22.2","","0.0","","","","","","0.0","","59","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-03-04","2023","03","04","","4.1","","-13.5","","-4.7","","22.7","","0.0","","","","","","0.0","","58","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-03-05","2023","03","05","","5.1","","-16.5","","-5.7","","23.7","","0.0","","","","","","0.0","","57","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-03-06","2023","03","06","","4.3","","-9.3","","-2.5","","20.5","","0.0","","","","","","0.4","","57","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-03-07","2023","03","07","","-0.2","","-8.7","","-4.4","","22.4","","0.0","","","","","","0.0","","56","","","","",""
"-90.47","49.03","UPSALA (AUT)","6049095","2023-03-08","2023","03","08","","-3.3","","-11.3","","-7.3","","25.3","","0.0","","","","","","1.3","","56","","","","",""
